InitialSeparationM,OvertakingSpeedMPS,OncomingSpeedMPS,VehicleBeingOvertakenSpeedMPS,WindSpeedMPS,FrictionCoefficient,RoadCondition,Success
172.8,42.5,0.6,15.2,9.2,0.61,Dry,True
129.4,25.3,13.3,20.6,1.1,0.62,Dry,False
140.1,43.5,6.4,22.2,7.8,0.90,Dry,True
157.3,26.5,12.1,20.3,8.3,0.54,Dry,True
139.2,37.6,12.6,16.0,4.2,0.51,Wet,True
81.0,39.6,15.5,15.3,4.3,0.67,Dry,True
147.6,36.2,16.3,15.9,1.2,0.86,Dry,True
107.6,39.2,9.8,20.7,1.3,0.70,Dry,True
71.3,25.6,5.7,15.6,1.2,0.76,Dry,True
105.5,37.7,7.2,19.9,6.9,0.98,Dry,True
166.9,35.6,23.6,20.4,9.7,0.96,Dry,False
165.4,43.5,10.6,20.5,4.3,0.65,Dry,True
137.4,29.3,28.1,20.3,8.6,0.68,Dry,True
185.6,26.0,19.4,16.2,7.8,0.73,Wet,True
99.1,29.0,9.6,16.2,9.3,0.66,Dry,True
172.8,43.0,28.7,17.2,3.7,0.54,Dry,False
192.6,39.2,14.2,23.2,0.6,0.66,Dry,True
80.8,27.4,15.6,16.1,4.6,0.63,Dry,True
162.2,41.7,3.8,22.0,8.5,0.58,Wet,False
147.9,41.9,9.3,15.9,4.6,0.80,Dry,True
165.6,26.1,23.8,15.2,9.7,0.82,Wet,True
124.7,26.2,0.4,21.4,9.7,0.72,Wet,False
96.7,44.9,16.3,23.2,8.4,0.53,Dry,True
159.1,31.5,0.1,20.1,5.4,0.72,Wet,True
129.2,42.9,4.3,24.3,1.8,0.53,Dry,True
58.9,36.7,17.9,18.1,8.3,0.84,Wet,True
167.4,43.8,11.0,22.7,3.9,0.97,Dry,True
84.5,38.4,13.9,19.2,8.5,0.90,Wet,False
86.3,27.5,0.4,22.3,8.9,0.87,Dry,True
63.1,35.7,12.1,19.3,7.1,0.75,Dry,True
129.6,34.2,26.1,21.9,8.0,0.62,Dry,False
108.6,32.1,4.4,20.4,8.4,0.72,Wet,False
92.8,26.3,0.8,20.8,9.3,0.64,Dry,True
139.6,44.6,16.2,22.9,8.4,0.66,Dry,True
180.4,44.5,9.3,18.0,8.2,0.74,Dry,True
95.9,42.6,10.6,15.1,0.9,0.64,Wet,True
94.6,35.1,14.7,18.9,2.3,0.90,Dry,True
111.2,28.8,0.2,15.2,2.3,0.74,Dry,True
60.6,30.6,8.0,22.6,3.3,0.77,Wet,True
70.1,27.0,20.5,23.3,2.5,0.73,Wet,True
59.7,27.0,29.9,19.1,4.1,0.92,Dry,False
138.8,41.6,4.5,16.8,8.5,0.81,Dry,False
99.7,32.0,28.8,24.2,0.8,0.60,Dry,True
190.0,39.2,9.8,22.3,6.2,0.70,Wet,True
123.9,30.5,1.3,16.1,4.9,0.73,Wet,True
128.5,44.2,12.2,21.6,7.6,0.58,Wet,False
83.3,44.0,8.8,20.2,9.2,0.76,Wet,True
191.9,29.3,6.4,21.7,2.1,0.95,Dry,True
122.0,37.7,2.6,24.8,3.5,0.53,Wet,True
199.6,34.2,16.8,23.6,3.0,0.76,Wet,True
193.7,38.6,7.5,21.9,9.6,0.64,Wet,False
170.4,32.3,10.1,22.3,4.5,0.77,Dry,True
99.7,41.1,21.2,25.0,2.5,0.61,Dry,True
60.4,38.8,15.5,20.6,7.1,0.63,Wet,True
95.2,37.9,18.0,21.0,9.7,0.85,Dry,True
198.3,42.9,7.9,20.2,8.8,0.92,Dry,True
62.7,42.6,18.5,18.8,9.9,0.69,Dry,True
156.6,28.4,27.7,24.7,0.9,0.76,Dry,False
193.1,39.1,7.8,21.1,6.3,0.96,Wet,True
187.1,41.5,20.5,20.6,6.8,0.75,Wet,True
164.0,32.3,6.2,20.5,6.5,0.93,Wet,True
78.9,32.9,10.8,18.8,3.4,0.54,Wet,False
101.2,41.9,5.1,25.0,0.4,0.69,Dry,True
143.8,26.0,13.5,17.3,5.6,0.71,Wet,True
190.3,28.6,14.9,18.6,3.4,0.62,Dry,True
187.3,40.1,12.3,20.4,9.4,0.93,Dry,True
167.3,27.8,11.0,24.6,3.7,0.89,Dry,False
176.6,35.1,19.9,21.1,5.1,0.87,Dry,True
119.0,28.6,29.8,22.1,6.6,0.74,Wet,True
168.2,25.9,16.8,24.7,4.1,0.55,Dry,False
70.4,31.2,18.9,17.5,2.7,0.56,Dry,True
138.2,34.4,19.4,21.9,8.1,0.87,Dry,True
174.1,44.6,5.4,19.1,7.0,0.74,Wet,True
172.8,41.5,19.8,24.1,9.8,0.61,Wet,True
65.2,30.1,21.2,18.6,1.2,0.73,Dry,False
73.7,30.7,5.7,16.0,7.4,0.91,Wet,False
85.6,30.2,22.8,20.1,4.9,0.68,Dry,False
118.0,32.0,6.0,24.1,7.9,0.56,Dry,True
153.1,34.6,13.4,23.6,3.8,0.83,Wet,True
144.9,34.4,24.5,21.3,9.6,0.91,Dry,False
175.9,34.6,29.9,21.2,2.0,0.56,Dry,False
83.5,25.6,25.9,19.7,5.7,0.95,Dry,True
175.1,33.1,22.8,17.9,8.3,0.99,Wet,True
187.1,42.5,16.3,23.9,4.6,0.75,Wet,True
172.3,32.0,29.3,23.2,0.9,0.55,Dry,False
93.9,40.6,19.4,22.7,8.1,0.82,Dry,True
72.8,39.7,4.8,23.5,1.9,1.00,Dry,True
110.2,29.6,11.0,15.5,9.4,0.80,Dry,True
84.2,41.8,0.7,16.5,0.9,0.78,Wet,True
122.3,33.1,9.8,18.0,9.6,0.84,Dry,False
77.8,29.1,1.7,22.1,7.8,0.86,Wet,True
125.1,30.6,9.0,18.9,0.7,0.91,Wet,True
167.1,29.1,26.3,21.2,8.4,0.86,Dry,False
168.6,28.3,1.9,16.9,6.5,0.86,Wet,True
135.8,40.4,21.6,20.3,2.4,0.66,Dry,False
123.7,43.4,25.8,22.2,6.0,0.50,Dry,False
68.4,34.1,20.5,18.3,3.8,0.67,Wet,False
92.2,26.1,26.0,23.4,2.3,0.90,Dry,False
102.4,25.8,7.5,15.8,9.5,0.60,Wet,False
79.0,43.0,6.6,16.7,5.6,0.82,Wet,False
59.6,36.7,18.6,21.8,8.0,0.90,Dry,True
73.1,39.8,1.0,24.0,7.1,0.89,Dry,True
194.9,25.1,18.7,18.6,4.9,0.71,Wet,True
73.2,25.1,21.1,18.4,3.7,0.71,Dry,False
180.8,32.0,12.0,24.6,1.1,0.82,Dry,True
181.6,26.7,4.9,16.9,6.9,0.65,Dry,True
67.9,43.7,2.6,15.1,9.2,0.59,Wet,False
167.3,32.9,25.5,24.7,7.9,0.88,Dry,False
90.9,34.9,2.9,23.8,3.4,0.59,Dry,True
173.0,44.4,28.4,21.8,5.8,0.90,Wet,True
114.1,33.6,26.1,17.8,5.2,0.90,Wet,True
121.6,39.2,6.7,20.0,7.2,0.88,Dry,False
164.5,34.7,7.8,17.3,2.4,0.53,Wet,True
96.4,41.6,11.6,15.2,6.7,0.58,Wet,True
63.4,32.0,21.4,20.3,7.6,0.60,Wet,True
52.5,35.2,2.1,15.0,8.2,0.67,Dry,True
65.1,39.1,18.1,20.2,4.9,0.53,Wet,True
166.2,32.6,1.2,17.7,5.3,0.81,Dry,True
151.3,37.4,27.2,18.9,0.4,0.97,Dry,True
145.0,33.5,5.4,15.4,2.1,0.95,Wet,True
113.2,30.7,28.5,19.9,7.6,0.91,Dry,False
68.9,29.5,13.2,16.7,0.2,0.56,Wet,True
80.4,39.6,26.3,21.2,5.9,0.52,Wet,True
116.1,42.5,19.0,23.1,7.2,0.61,Dry,True
113.6,31.2,10.0,22.6,8.0,0.85,Wet,True
93.2,26.2,18.4,15.8,3.5,0.89,Wet,True
153.6,41.8,10.8,22.9,9.2,0.69,Dry,False
116.3,35.0,1.0,21.8,4.5,0.99,Wet,True
193.9,28.8,8.4,16.3,7.0,0.99,Wet,False
82.7,29.3,0.8,15.8,4.7,0.58,Wet,True
121.6,41.3,11.2,18.4,7.5,0.88,Dry,True
183.3,36.8,14.7,17.0,6.5,0.86,Wet,False
166.7,27.1,26.3,19.3,6.7,0.72,Wet,True
99.4,36.4,26.9,24.3,6.1,0.65,Wet,False
182.7,44.6,11.4,19.2,8.0,0.83,Dry,True
67.6,32.4,20.1,19.1,2.1,0.60,Wet,True
176.0,39.4,17.2,16.0,3.1,0.76,Dry,True
79.2,44.9,18.6,16.1,0.3,0.50,Wet,True
58.5,32.8,23.6,25.0,3.6,0.93,Wet,True
135.2,33.8,2.2,15.0,3.3,0.71,Wet,True
119.3,25.1,2.7,24.0,7.2,0.69,Dry,False
94.2,38.8,4.0,18.7,1.3,0.95,Wet,True
160.1,31.2,9.4,24.5,2.6,0.53,Dry,True
164.2,36.9,2.3,19.0,9.9,0.93,Dry,True
156.2,37.0,23.8,16.5,6.5,0.67,Dry,False
166.7,40.8,18.6,24.1,7.4,0.54,Dry,True
96.2,25.6,17.9,16.6,8.9,0.65,Wet,True
111.5,38.3,12.3,15.4,4.8,0.64,Wet,True
55.0,31.5,17.6,20.5,7.9,0.50,Dry,True
118.9,43.2,21.2,18.5,10.0,0.93,Wet,True
77.7,27.4,1.3,20.1,3.9,0.64,Wet,True
113.8,25.5,1.6,23.7,7.7,0.83,Wet,True
139.2,27.9,28.5,18.4,3.0,0.74,Wet,False
53.1,30.6,27.0,23.7,4.3,0.66,Wet,True
181.1,35.6,1.2,23.1,0.3,0.71,Dry,True
65.4,38.8,9.5,17.8,2.7,0.59,Dry,True
147.4,31.2,25.5,16.3,9.3,0.63,Dry,False
80.4,29.7,12.8,19.4,3.4,0.93,Wet,True
183.9,27.5,15.0,21.7,7.1,0.65,Dry,True
120.5,37.9,12.3,20.8,0.1,0.78,Dry,False
157.4,37.9,28.1,15.8,7.6,0.96,Wet,True
173.3,35.0,18.1,18.1,3.8,0.87,Wet,True
73.7,41.9,15.7,23.7,7.2,0.58,Wet,True
92.4,29.2,9.6,16.8,4.5,0.71,Wet,True
120.8,29.1,1.8,22.6,2.2,0.77,Dry,True
181.7,42.8,7.7,17.2,2.8,0.89,Wet,True
150.4,30.7,12.5,17.2,6.8,0.53,Wet,False
82.4,26.5,29.5,17.9,6.2,0.66,Dry,True
83.6,34.5,9.2,22.6,5.7,0.99,Dry,True
52.6,31.6,10.0,15.6,2.9,0.77,Wet,True
51.2,38.0,15.0,22.0,8.3,0.60,Wet,False
66.4,40.4,13.8,18.2,5.5,0.79,Wet,False
69.9,36.4,29.4,22.6,5.5,0.68,Wet,False
127.7,36.7,28.0,15.3,7.5,0.64,Wet,True
177.4,33.8,21.5,24.4,5.6,0.87,Dry,False
86.4,35.4,2.9,24.9,1.3,0.60,Dry,False
138.2,36.3,6.8,16.8,8.1,0.81,Wet,False
193.8,32.4,15.3,17.9,3.7,0.95,Wet,True
158.8,31.0,6.4,19.9,8.0,0.76,Dry,True
185.4,34.2,1.6,18.5,0.7,0.75,Dry,True
84.5,37.9,27.4,15.2,6.6,0.67,Wet,True
144.6,30.2,10.4,22.0,8.2,0.67,Wet,False
59.8,33.9,27.7,22.7,3.1,0.55,Dry,False
193.7,33.9,0.8,19.2,6.0,0.95,Dry,True
99.3,35.1,4.3,18.1,1.2,0.65,Dry,True
116.6,27.6,8.5,21.4,4.7,0.86,Wet,True
181.0,26.9,22.4,17.6,0.2,0.62,Wet,True
74.2,36.0,16.1,21.4,9.9,0.72,Wet,True
108.5,37.1,20.6,23.3,5.1,0.88,Wet,True
181.9,29.6,12.0,22.7,5.5,0.82,Wet,False
53.8,37.2,28.0,18.0,6.3,0.55,Wet,True
96.1,43.6,6.8,17.2,7.8,0.63,Dry,True
123.3,38.9,26.9,16.9,5.9,0.92,Dry,True
148.8,34.0,9.2,16.5,1.5,0.54,Dry,True
177.9,35.1,15.9,20.7,5.2,0.81,Dry,False
86.0,42.9,17.0,22.0,2.3,0.52,Wet,True
154.0,44.5,8.0,17.2,7.7,0.93,Dry,True
97.6,25.1,18.4,22.8,8.4,0.79,Wet,True
198.9,40.9,11.1,21.7,7.6,0.54,Dry,True
105.7,26.0,23.7,17.6,7.8,0.69,Wet,True
56.1,31.8,24.6,15.7,7.5,0.66,Dry,False
65.1,43.7,10.7,21.6,8.5,0.62,Dry,True
80.3,35.8,11.0,23.1,3.1,0.86,Wet,True
60.9,26.0,0.8,22.9,9.6,0.65,Wet,True
129.3,29.4,7.8,22.1,7.2,0.62,Wet,True
103.8,39.7,4.1,18.5,7.5,0.65,Wet,False
196.6,25.7,6.6,24.6,2.8,0.96,Wet,True
134.9,27.3,24.9,18.8,3.3,0.64,Dry,True
121.4,44.6,24.5,21.3,6.3,0.93,Wet,True
106.3,29.4,2.7,22.9,7.1,0.62,Wet,True
162.7,37.9,24.1,16.9,9.6,0.84,Wet,True
158.7,27.9,12.5,24.2,7.2,0.68,Wet,True
146.0,25.2,16.1,16.7,5.3,0.84,Wet,True
124.5,42.3,29.8,22.1,3.2,0.80,Dry,False
80.7,33.6,18.4,20.9,7.2,0.60,Wet,True
105.3,31.6,20.7,18.2,6.8,0.67,Wet,True
81.2,35.4,21.6,22.7,4.4,0.64,Wet,True
178.3,32.4,19.2,22.8,0.1,0.87,Dry,True
194.4,31.1,7.8,16.4,8.1,0.51,Dry,True
160.5,30.5,25.7,23.4,3.9,0.73,Wet,True
166.3,26.2,12.3,22.7,0.1,0.72,Wet,True
57.9,42.8,0.5,19.3,9.0,0.88,Wet,True
152.2,29.9,0.2,21.8,6.8,0.67,Wet,True
87.1,25.5,1.7,22.7,9.6,0.93,Dry,False
196.9,31.3,7.9,17.4,0.6,0.70,Wet,True
74.2,43.1,26.6,19.9,2.3,0.83,Wet,False
83.0,41.8,10.7,24.0,3.5,0.82,Dry,True
189.6,30.6,1.6,17.8,8.8,0.75,Dry,False
119.1,30.6,23.4,20.9,3.3,0.68,Dry,True
118.7,33.2,17.1,15.7,4.9,0.77,Wet,True
93.7,28.7,15.2,20.5,2.9,0.51,Wet,True
62.8,35.1,21.4,15.7,3.4,0.57,Wet,True
108.8,39.2,7.1,20.7,3.0,0.96,Dry,True
134.9,31.2,19.4,23.2,8.5,0.89,Wet,True
101.2,40.8,18.9,16.5,3.1,0.54,Dry,True
101.1,31.6,0.5,16.0,8.0,0.85,Dry,True
69.4,25.2,24.6,21.4,0.5,0.65,Wet,True
84.4,37.3,14.9,17.1,1.6,0.69,Wet,True
76.7,35.3,17.0,23.7,1.6,0.84,Dry,True
137.0,40.0,14.3,17.1,0.8,0.91,Dry,True
77.7,44.8,6.1,21.6,8.4,0.64,Dry,True
158.5,40.4,22.8,23.1,2.2,0.61,Wet,True
87.0,41.0,9.2,24.7,0.5,0.81,Dry,True
153.4,34.2,7.1,17.0,4.5,0.90,Wet,True
169.4,41.9,18.4,21.8,0.7,0.86,Dry,True
153.1,34.0,15.6,15.5,7.5,0.73,Dry,False
176.5,39.4,11.8,19.8,1.6,0.78,Wet,False
98.5,35.8,10.3,19.4,4.9,0.50,Wet,True
156.9,38.7,28.6,24.8,6.0,0.94,Dry,False
136.1,25.9,24.4,20.9,6.6,0.98,Dry,False
192.9,33.2,13.3,16.1,0.5,0.88,Dry,True
57.2,25.3,14.0,17.7,7.2,0.64,Wet,False
58.5,32.8,20.0,25.0,6.6,0.70,Wet,False
188.5,38.3,11.6,19.1,7.0,0.94,Wet,True
159.8,33.7,25.6,17.5,4.2,0.77,Dry,False
152.3,32.2,16.8,15.8,0.6,0.83,Dry,True
171.2,39.9,26.3,18.4,4.5,0.95,Wet,False
101.0,27.3,9.7,15.9,6.6,0.83,Wet,True
138.0,28.7,15.9,19.4,3.5,0.67,Wet,True
67.9,39.7,8.6,16.7,4.5,0.73,Dry,True
64.9,26.4,19.3,24.9,3.7,0.84,Wet,True
50.8,26.9,16.5,22.0,8.8,0.80,Dry,False
124.9,31.4,5.2,15.9,1.4,0.98,Wet,True
177.4,32.4,18.7,22.7,2.6,0.76,Dry,True
197.0,31.3,18.7,22.1,3.9,0.92,Dry,True
150.1,37.7,6.6,16.7,6.3,0.63,Wet,True
107.9,43.9,19.1,16.5,8.0,0.84,Dry,False
123.6,28.5,27.8,15.1,4.1,0.88,Dry,False
99.0,36.0,20.1,20.3,5.7,0.62,Wet,True
171.8,30.8,4.4,23.6,6.0,0.72,Dry,True
155.6,26.7,4.3,15.2,8.4,0.63,Dry,True
158.6,32.9,20.7,15.7,4.4,0.70,Wet,True
140.7,37.4,1.9,16.6,6.7,0.64,Dry,True
124.7,32.0,21.4,24.1,3.7,0.57,Wet,True
150.3,29.3,8.7,24.4,9.9,0.99,Dry,False
99.8,34.0,1.3,24.7,6.2,0.68,Dry,True
138.3,40.4,6.8,18.6,2.7,0.99,Dry,True
66.1,35.6,27.6,24.4,10.0,0.98,Wet,True
198.1,43.4,7.7,24.3,9.7,0.84,Wet,True
199.9,34.0,9.4,23.6,8.8,0.79,Wet,False
165.1,29.0,4.4,22.9,3.5,0.76,Dry,True
170.5,35.8,16.8,22.5,1.6,0.52,Dry,False
87.1,43.9,20.4,18.8,4.3,0.55,Wet,True
95.7,36.5,22.9,20.8,3.7,0.96,Wet,True
85.2,32.6,5.6,20.0,7.7,0.88,Wet,True
113.5,36.8,24.3,23.4,3.0,0.82,Wet,True
121.8,26.1,9.6,22.5,2.2,0.98,Dry,True
188.7,40.5,18.2,18.7,1.5,0.86,Dry,True
139.6,38.8,6.8,21.2,4.2,0.90,Dry,True
85.2,38.1,2.6,16.2,2.6,0.65,Wet,True
70.7,28.3,7.1,21.2,5.2,0.97,Dry,True
134.7,42.1,23.3,22.2,4.4,0.73,Wet,True
77.8,33.2,19.0,20.3,5.2,0.90,Dry,True
181.0,36.8,5.1,20.3,9.3,0.80,Wet,True
188.9,30.5,15.3,16.1,0.7,0.83,Dry,True
77.9,31.3,29.6,18.7,6.9,0.85,Wet,True
186.6,39.3,7.4,20.4,5.2,0.83,Dry,True
73.6,37.0,10.7,21.2,1.7,0.70,Wet,True
169.5,39.0,18.9,23.2,0.1,0.92,Dry,True
197.2,30.6,1.7,16.5,6.6,0.69,Wet,True
112.5,26.3,25.4,20.3,9.4,0.51,Wet,True
173.7,28.1,11.8,23.9,4.7,0.79,Wet,True
177.2,32.2,15.2,19.4,2.5,0.96,Wet,True
147.4,25.7,24.2,22.2,3.7,0.74,Wet,True
86.8,41.7,20.9,17.0,9.7,0.90,Dry,False
118.1,41.1,23.2,24.4,1.6,0.96,Dry,False
183.7,31.0,18.3,18.4,1.4,0.67,Wet,True
53.3,44.1,2.8,19.5,7.0,0.55,Dry,True
78.9,32.9,1.7,17.1,1.5,0.57,Wet,True
194.3,29.4,9.9,23.3,3.1,0.96,Dry,True
88.8,28.2,25.0,18.6,8.1,0.53,Wet,True
51.7,32.9,8.9,20.7,7.5,0.76,Dry,True
188.7,31.5,0.9,21.9,6.7,0.57,Wet,True
61.9,38.7,7.2,22.0,6.5,0.90,Dry,True
169.5,29.5,20.2,22.4,9.1,0.82,Dry,False
123.4,33.0,8.3,22.2,5.1,0.67,Dry,True
108.9,35.9,19.2,18.8,4.6,0.93,Dry,True
167.8,25.3,20.2,23.1,2.5,0.95,Wet,True
91.5,41.4,6.3,21.1,1.5,0.61,Wet,True
133.7,36.8,11.5,19.4,4.9,0.97,Dry,True
90.2,43.1,12.8,18.0,8.3,0.50,Dry,True
65.3,42.5,26.9,18.5,5.5,0.98,Wet,True
146.0,38.6,29.5,24.4,5.6,0.55,Wet,True
93.0,43.8,5.7,15.8,1.9,0.80,Wet,True
100.0,31.0,25.0,22.1,7.1,0.67,Wet,True
86.7,39.9,22.6,18.2,4.1,0.96,Dry,True
70.7,43.7,5.7,17.8,9.1,0.63,Dry,True
195.8,38.9,18.9,19.3,5.3,0.84,Dry,True
57.9,28.6,11.6,20.0,7.6,0.68,Wet,True
197.0,25.5,0.6,15.1,9.2,0.95,Dry,True
52.4,37.5,2.9,17.9,0.8,0.83,Dry,True
92.1,38.5,3.3,21.9,0.1,0.71,Wet,False
60.1,40.0,15.9,19.6,1.6,0.94,Dry,True
193.4,35.3,15.8,19.8,5.8,0.97,Dry,True
69.3,30.5,8.2,17.4,4.6,0.58,Dry,True
74.7,34.2,17.6,17.4,5.1,0.54,Wet,False
153.1,40.4,13.8,24.4,8.4,0.85,Wet,True
176.9,37.9,17.0,20.8,2.4,0.81,Dry,False
196.3,27.9,14.0,24.3,6.1,0.72,Wet,True
56.9,33.9,14.4,17.2,7.3,0.70,Wet,True
141.2,25.3,1.4,18.2,8.8,0.92,Wet,False
162.2,36.5,5.5,22.0,5.1,0.54,Dry,True
98.6,29.2,24.4,18.1,0.5,0.66,Wet,True
197.8,31.2,20.8,22.5,6.9,0.87,Wet,True
72.0,30.2,6.5,16.0,4.8,0.85,Wet,True
161.4,40.8,11.2,17.4,3.1,0.92,Dry,True
61.1,31.2,26.1,20.4,4.2,0.61,Wet,True
92.1,31.0,2.5,22.7,4.4,0.57,Dry,True
162.6,26.2,21.2,15.3,0.8,0.70,Wet,True
159.4,42.8,29.3,20.9,5.7,0.53,Dry,False
71.4,38.3,26.2,21.8,3.2,0.70,Wet,False
89.2,35.4,5.7,16.2,1.6,0.62,Dry,True
86.0,28.8,22.8,19.6,0.5,0.59,Wet,True
160.3,41.9,21.3,23.2,8.4,0.80,Wet,True
199.2,30.5,27.9,24.1,0.9,0.78,Dry,False
84.3,43.6,18.8,22.2,0.6,0.64,Dry,True
161.9,43.6,19.5,23.0,0.1,0.78,Wet,False
72.1,32.9,19.6,15.2,8.4,0.67,Wet,True
153.3,40.0,10.4,15.7,1.8,0.53,Dry,True
188.5,25.8,11.0,19.9,6.6,0.95,Dry,True
107.9,33.0,6.6,24.6,3.5,0.91,Wet,True
186.5,29.1,26.3,21.0,9.6,0.67,Dry,False
148.4,38.6,14.8,19.5,8.0,0.76,Dry,True
108.7,36.0,3.1,17.3,1.7,0.61,Wet,True
138.5,34.7,3.8,18.5,2.4,0.78,Wet,True
148.2,35.2,21.2,23.2,5.2,0.76,Wet,True
125.5,38.4,26.3,21.0,9.9,0.57,Wet,True
158.7,44.8,24.5,15.4,5.0,0.81,Wet,True
98.7,31.9,29.0,22.8,8.6,0.78,Dry,False
70.2,30.6,1.2,15.4,0.8,0.54,Wet,False
136.9,35.7,27.6,17.8,8.8,0.98,Dry,False
185.9,43.2,7.7,21.2,10.0,0.82,Dry,True
190.2,37.3,17.4,16.2,4.3,0.58,Dry,True
67.3,29.2,0.5,19.9,9.7,0.93,Wet,True
82.6,41.5,18.0,20.9,3.1,0.88,Dry,True
168.5,34.8,25.1,24.3,2.5,0.75,Wet,True
66.5,39.7,22.6,22.1,9.9,0.63,Dry,False
61.8,32.5,27.9,16.0,9.8,0.68,Wet,True
137.4,25.3,8.6,21.7,4.2,0.60,Dry,False
146.3,25.3,23.2,17.1,4.9,0.70,Wet,True
115.8,44.4,21.3,23.2,7.5,0.78,Dry,False
113.4,32.4,11.7,24.4,7.0,0.90,Dry,True
103.3,37.5,12.4,18.8,6.1,0.86,Dry,True
147.8,31.0,27.3,24.0,9.9,0.69,Dry,False
56.6,36.7,19.8,16.2,8.3,0.97,Wet,True
177.3,40.5,12.6,22.2,6.4,0.81,Dry,True
149.3,26.0,4.9,19.5,6.3,0.72,Dry,True
50.2,30.2,2.6,20.2,2.8,0.85,Dry,True
199.3,31.3,12.6,24.9,0.1,0.80,Dry,True
190.3,44.2,27.1,17.6,6.1,0.82,Dry,False
178.2,44.5,3.7,22.9,8.3,0.69,Dry,True
79.0,43.9,9.5,15.1,6.8,0.62,Dry,True
53.4,42.1,11.8,16.7,0.5,0.78,Dry,True
153.2,33.5,19.8,17.2,7.0,0.62,Wet,True
161.2,32.7,11.1,24.7,0.9,0.58,Wet,True
184.2,40.7,18.2,20.3,3.5,0.69,Wet,True
128.1,26.3,5.1,15.5,8.0,0.92,Dry,True
66.8,34.2,5.0,20.9,5.6,0.51,Wet,True
119.2,44.9,28.8,17.8,9.2,0.63,Dry,False
124.8,28.0,22.4,24.0,2.3,0.96,Dry,False
187.2,26.5,5.5,24.1,0.4,0.91,Wet,True
120.4,31.2,29.6,24.5,6.3,0.70,Dry,False
85.0,36.8,2.4,20.7,4.4,0.93,Dry,True
101.0,34.1,24.3,23.8,2.7,0.91,Wet,True
151.5,30.0,12.5,23.9,6.3,0.82,Dry,True
95.3,33.9,16.4,24.8,7.0,0.60,Dry,True
131.9,34.0,14.4,16.7,1.7,0.84,Wet,True
72.2,39.9,17.9,16.5,4.0,0.95,Wet,True
124.2,42.9,5.5,16.8,7.5,0.98,Wet,True
104.6,30.5,4.3,24.3,9.8,0.67,Wet,True
164.7,29.2,1.5,22.5,2.9,0.95,Wet,True
109.3,29.3,9.2,22.1,1.1,0.88,Dry,True
91.4,26.3,18.9,22.3,8.4,0.70,Dry,True
111.1,35.2,24.1,21.5,9.2,0.73,Dry,False
121.6,28.2,5.3,21.0,9.3,0.61,Dry,False
66.9,35.3,1.4,18.9,3.4,0.57,Dry,True
107.9,35.5,10.5,21.9,7.9,0.54,Dry,True
88.9,33.9,29.0,24.9,2.6,0.74,Wet,True
128.0,30.4,9.6,21.8,3.8,0.74,Wet,True
72.8,43.5,6.0,23.2,4.6,0.98,Wet,True
171.7,32.4,19.9,24.3,3.4,0.85,Dry,True
61.1,33.1,20.0,20.4,9.3,0.86,Wet,True
99.0,29.1,16.7,15.5,0.9,0.84,Wet,True
107.5,26.0,19.2,22.2,0.5,0.68,Dry,False
73.7,42.6,10.7,21.2,6.0,0.53,Wet,True
160.6,34.8,18.6,24.1,5.2,0.55,Wet,True
81.6,39.8,20.9,17.5,2.3,0.99,Dry,False
69.7,32.8,29.3,23.4,9.1,0.67,Dry,False
162.7,44.4,4.6,22.4,2.9,0.90,Dry,True
171.8,27.2,7.6,20.1,1.8,0.59,Wet,False
159.8,40.7,26.4,19.3,1.4,0.95,Wet,True
188.7,27.2,14.2,18.9,4.5,0.84,Dry,True
103.4,28.7,11.6,17.3,6.1,0.96,Dry,True
125.7,39.9,7.2,16.2,3.3,0.79,Dry,True
153.3,37.4,7.1,16.4,7.7,0.58,Wet,True
108.9,38.1,16.2,16.6,6.5,0.67,Dry,True
178.5,27.0,18.5,18.2,5.1,0.74,Dry,True
199.8,29.0,3.2,18.6,1.6,0.85,Dry,True
129.2,32.4,21.9,23.7,7.3,0.78,Dry,False
144.1,37.8,10.1,17.5,2.0,0.96,Dry,False
134.8,39.6,25.0,22.0,2.9,0.93,Wet,True
134.6,36.2,14.1,19.7,4.7,0.93,Dry,True
185.9,38.5,25.2,15.8,0.6,0.99,Dry,True
99.6,41.5,5.1,18.9,0.4,0.68,Wet,False
136.4,29.3,16.6,24.9,7.9,0.76,Dry,False
64.4,26.0,13.4,19.5,0.3,0.80,Wet,True
164.1,26.2,2.2,21.0,4.1,0.75,Dry,False
158.8,39.1,3.3,16.2,2.5,0.70,Wet,True
52.7,30.0,18.9,18.4,7.6,0.97,Dry,True
86.8,38.8,7.4,20.6,8.9,0.66,Dry,True
85.5,38.9,11.2,17.4,6.5,0.68,Dry,True
77.3,27.4,3.6,24.8,4.6,0.61,Wet,False
103.6,43.5,22.0,21.8,4.1,0.59,Dry,False
160.3,28.8,14.2,15.5,6.8,0.71,Wet,True
100.2,25.9,28.8,24.1,8.3,0.50,Dry,False
197.7,41.7,1.8,19.6,8.0,0.74,Dry,True
65.7,44.2,27.7,15.0,3.4,0.86,Wet,True
101.3,38.4,1.3,21.6,6.0,0.88,Wet,True
145.9,34.6,14.0,19.3,4.3,0.62,Wet,True
183.8,36.7,26.1,19.5,3.9,0.65,Dry,False
160.3,27.0,6.7,17.5,4.1,0.67,Wet,True
59.3,25.3,2.2,22.7,8.1,0.69,Dry,False
150.2,34.6,24.4,17.4,9.2,0.52,Wet,True
